,Patient_A_Suspected_Klinefelter,Patient_B_Suspected_NOA
EIF5P1,0.0,0.0
ASS1P10,8.567807148288221,0.0
GPX1P2,0.0,0.0
HSPA1A.1,268.3322267086366,20.188489010666515
KRT18P23,0.0,0.0
ZNF705CP,0.0,0.0
ZNF705D,0.0,0.0
SLC25A5P1,0.0,0.0
MRPL3P1,9.335842899508837,0.0
PPIAP1,0.0,0.0
C1QBPP1,0.0,0.0
FAM90A24P,32.38241155141828,0.0
ZNF705B,0.0,0.0
HSPD1P8,0.0,0.0
TMED11P,12.077821344867331,5.415021219656914
BOD1P2,0.0,0.0
RPL37P3,0.0,0.0
DEFB108C,0.0,0.0
ZNF705G,0.0,0.0
FAM90A5P,0.0,0.0
FAM66B,26.243480700222673,16.298218337995046
MYL5,50.935353468091876,616.6614907778418
DEFT1P,0.0,0.0
ENSG00000215380,0.0,0.0
ENSG00000215381,4.016301476216633,0.9359122186088732
MIR99AHG,1620.6640731995333,6327.204187614061
ACTG1P3,0.0,0.0
SCRT2,7.736420306184541,0.0
ENSG00000215398,0.0,0.0
HMGB3P7,0.0,0.0
ENSG00000215403,0.0,1.0034569585696616
ENSG00000215409,0.0,0.0
PSMA6P1,5.71012707644811,0.0
MIR17HG,30.287708749506244,9.355357755935493
PEX12P1,0.0,0.0
ZNF407,136.96052346599387,110.62266607436582
MCM3AP-AS1,125.22059860551374,80.07814173147078
DDX39B.1,148.42391337018216,84.07763229577738
NPEPL1,90.45369383398129,45.13064882855391
CTAGE12P,0.0,0.0
ENSG00000215444,14.311334871192818,0.0
SRMP1,0.0,0.0
ENSG00000215450,0.0,0.0
ZNF663P,0.0,3.3146330009553284
KRTAP10-4,0.0,0.0
KRTAP10-1,0.0,0.0
BCRP4,0.0,0.0
RPS8P3,0.0,0.0
AATBC,2.090447010021303,11.128452780204809
ENSG00000215464,0.0,0.0
RPL27AP,0.0,1.0402086790977094
RPL17-C18orf32,191.29334694741672,1105.9836706667475
SKOR2,1.0774297193211442,0.9021230711309337
SIAH3,16.07304629267714,14.980880040388689
RCN1P1,0.0,2.744540312509542
CES5AP1,0.0,0.0
OR7E37P,0.0,0.0
BCRP3,0.0,0.0
CALM2P3,0.0,0.0
LINC00598,64.30248074168948,5.280376999864701
ARL2BPP3,0.0,0.0
HNRNPA1P7,0.0,0.0
ENSG00000215493,0.0,0.0
FAM230B,36.45345640018233,0.0
TPTE2P4,0.0,0.0
RBMY2DP,0.0,0.0
ENSG00000215512,7.049465572697228,1.051706136032109
IFIT1P1,0.0,0.0
RPS4XP4,0.0,0.9882173002968103
DDR1.2,123.77248136253642,26.68341547186508
ENSG00000215523,0.0,1.9807745824662835
EFCAB8,20.967053125720412,0.0
LINC00189,1.0622634828542141,1.9621140996965316
ZNF736P11Y,4.38602930587479,0.0
RBMY2CP,0.0,0.0
BCRP7,0.0,0.0
DEFB116,0.0,0.0
DKKL1P1,0.0,0.0
DEFB115,4.039747562677747,0.0
FRG1JP,0.0,86.39994705952634
KRT18P3,0.0,0.0
ANKRD20A11P,79.21463379989203,0.9872986833842893
TTTY5,6.170254221204919,0.0
CNN2P7,0.0,0.0
ENSG00000215567,0.0,0.0
GAB4,32.20630349883599,0.0
GRK6P1,0.9762497632430144,0.0
ESRRAP1,0.0,0.0
BCORP1,18.070528689988684,218.63812894536878
ASS1P6,0.0,0.0
ENSG00000215586,0.0,0.0
KANK1P1,0.0,0.0
C20orf202,0.0,1.0338239364162083
TSPY24P,0.0,0.0
ZNF92P1Y,0.0,0.0
ZNF962P,18.47460196578296,0.0
KRT18P35,0.0,0.0
HMX1,0.0,0.0
GUSBP9,63.5411194005422,0.0
TRIM27.1,19.01469326710625,0.9690945025804758
GCGR,6.276112928285139,0.0
ENSG00000215692,0.0,0.9587772788172444
RSC1A1,63.63764210132094,0.0
CELA2B,9.29515646495097,41.43879852729733
TMEM242,137.7789825347611,362.7727249977099
TMEM167B,271.9004402841684,164.39541134999692
MFFP1,0.0,0.0
MRPL20P1,0.0,0.0
TAF9BP2,0.0,0.0
ENSG00000215765,0.0,0.0
ARHGAP27P1-BPTFP1-KPNA2P3,152.6055813107776,1.9614242898451377
LRRC37A14P,0.0,0.0
FAM72D,7.0009339967888105,0.0
CFL1P6,0.0,0.0
TNFRSF25,89.3114159254593,23.145976717282675
SLC35E2A,13.143016142084399,7.961634695797672
ENSG00000215795,7.328547453656242,0.0
ENSG00000215796,15.270251921529125,0.0
RSL24D1P4,0.0,0.0
RFKP1,0.0,0.0
ENSG00000215805,0.0,0.0
KRT18P65,0.0,0.0
LINC01139,211.59911991059806,13.188558832957057
BTNL10,0.0,0.0
ZNF847P,0.0,0.0
ZC3H11B,18.35273240821236,0.0
KRT18P12,0.0,0.0
QRSL1P1,0.0,0.0
FMO9P,12.884691746159248,0.0
ENSG00000215835,0.0,0.0
SDHAP2,0.0,0.0
ENSG00000215838,16.05830774511272,0.0
ENSG00000215840,0.0,1.0138012918394668
ENSG00000215841,1.0850523537325532,0.0
TSTD1,50.606277082298284,2312.573340566483
MPTX1,0.0,0.0
RPTN,0.0,0.0
PDZK1P1,44.579559474524096,0.0
ENSG00000215861,14.2393077298254,21.317657600779306
NBPF7P,0.0,0.0
LINC01356,79.99113600409068,1.0152964824710116
KRT18P57,0.0,0.0
ENSG00000215869,44.35603265284636,0.0
ENSG00000215871,0.0,0.0
FEN1P1,0.0,0.0
CAPNS1P1,0.0,0.0
ST13P20,15.218283589063134,0.0
MARCKSL1P2,14.736352388102075,377.405443445761
LINC02337,14.828074723644157,1.1669853098851133
CYB5RL,145.8564677498511,18.012332961805303
ZNF859P,0.0,0.0
RPL23AP17,0.0,0.0
HSPA5P1,0.0,2.551582852963426
ENSG00000215899,0.0,0.0
SELENOWP1,0.0,0.0
ENSG00000215905,0.0,0.0
LACTBL1,0.0,0.0
CROCCP2,146.80547422679413,216.51670799880026
BRWD1P1,0.0,0.0
C1orf167,0.0,0.0
TTC34,19.76612322300786,0.0
MMP23A,0.0,0.0
ATAD3C,3912.9461027322027,966.4970497890756
MIR942,0.0,0.0
MIR190B,0.0,0.0
MIR873,0.0,0.0
MIR892A,0.0,0.0
MIR921,0.0,0.0
MIR300,0.0,0.0
MIR297,0.0,0.0
MIR876,0.0,0.0
MIR933,0.0,0.0
MIR208B,0.0,0.0
MIR450B,0.0,0.0
MIR888,0.0,0.0
MIR874,8.340404689541058,0.0
MIR298,0.0,0.0
MIR938,0.0,0.0
MIR891A,0.0,0.0
MIR944,0.0,0.0
MIR934,0.0,0.0
MIR891B,0.0,0.0
MIR875,0.0,0.0
MIR890,0.0,0.0
MIR887,0.0,0.0
MIR892B,0.0,0.0
MIR889,0.0,0.0
MIR877,0.0,0.0
MIR885,0.0,0.0
MIR941-2,0.0,0.0
MIR513C,0.0,0.0
MIR541,0.0,0.0
MIR8485,117.8563918830575,0.0
MIR920,0.0,0.0
MIR941-4,0.0,0.0
FABP12P1,0.0,0.0
ENSG00000216285,0.0,0.0
KRT19P2,0.0,0.0
ENSG00000216307,0.0,0.0
ENSG00000216316,3.005619135125453,0.0
ENSG00000216324,0.0,0.0
H1-12P,0.0,0.0
RPL10P10,0.0,0.0
ENSG00000216352,19.069343029553416,0.0
ENSG00000216359,0.0,0.0
ENSG00000216360,0.0,0.0
MRPL42P2,0.0,0.0
RPL37P15,0.9660550554131441,1.0172372826448608
RPL7AP36,0.0,0.0
ENSG00000216378,0.0,0.0
RPL12P2,0.0,0.0
PIMREGP2,0.0,0.0
H2AC2P,0.0,0.0
DUTP5,0.0,0.0
RAET1M,0.0,0.0
RPSAP43,0.0,0.0
ENSG00000216475,0.0,0.0
ENSG00000216480,1.0445624341874677,0.0
IFI30,11.634007448317407,19.089775925423314
ENSG00000216516,0.0,0.0
EEF1GP6,0.0,0.0
ENSG00000216519,0.0,0.0
ENSG00000216523,0.0,0.0
ENSG00000216548,0.0,0.0
LINC00955,0.0,0.0
IGSF23,0.0,0.0
ENSG00000216613,0.0,0.0
ENSG00000216616,0.0,1.106916130902299
ENSG00000216621,4.063426560276268,0.0
GAPDHP72,12.290445676232002,0.0
OR2W4P,0.0,0.0
RPL7P25,7.061691939154075,0.0
RPL7AP35,0.0,0.0
ENSG00000216642,0.0,0.0
GAGE12E,0.0,0.0
GLRX3P2,0.0,0.0
ENSG00000216663,0.0,0.0
CCNYL3,0.0,0.0
RPL8P1,0.0,0.0
ENSG00000216687,0.0,0.0
CIR1P3,7.30437573558775,0.0
COX6A1P3,0.0,0.0
MTND4P13,3.38414852891857,0.9999355418060327
ENSG00000216718,0.0,0.0
ENSG00000216721,14.141255439768774,0.0
NUDT19P3,0.0,0.0
ANXA2P3,0.0,0.0
HMGA1P7,0.0,0.0
RPL6P17,0.0,10.125121368841942
VN1R13P,32.69054680924193,0.0
ENSG00000216775,110.51027919862327,30.151959995070268
PRRC2CP1,0.0,0.0
ENSG00000216781,0.0,0.0
MTCH1P1,0.0,0.0
ENSG00000216809,6.092930502901066,0.0
ENSG00000216811,0.0,0.0
ENSG00000216813,2.120795940478277,0.0
R3HDM2P2,9.733519117584951,0.0
TUBB2BP1,0.0,0.0
ZNF736P10Y,0.0,0.0
FGF7P4,0.0,0.0
RBMXP1,0.0,0.0
ENSG00000216844,7.558843248480063,0.0
MTCYBP36,0.0,0.0
RPL17P26,0.0,0.0
DHFRP5,0.0,0.0
LY86-AS1,157.99175220210182,0.0
RPS2P55,0.0,0.0
RPL22P12,0.0,0.0
RBM33-DT,16.658482045815767,176.8800179172071
ZNF603P,0.0,0.0
ENSG00000216902,0.0,0.0
SOCS5P5,0.0,0.0
ENSG00000216906,0.0,0.0
ENSG00000216913,0.0,0.0
GPR89P,16.57370615394739,1.0220740196317069
ENSG00000216917,0.0,0.0
FAM240C,0.0,19.84563609708621
CCDC7,80.34752916782976,21.567138546466744
RPL7P58,0.0,0.0
ENSG00000216966,0.0,0.0
RPL21P65,0.0,0.0
HSPD1P10,0.0,0.0
CYP2AC1P,0.0,0.0
ENSG00000217004,0.0,0.0
RPL10P1,0.0,1.0139197534496585
TPT1P4,0.0,6.4581086375888965
ENSG00000217030,0.0,0.0
ENSG00000217041,0.0,0.0
MTCO3P31,7.440538249054671,0.0
ENSG00000217060,0.0,0.0
ENSG00000217067,0.0,0.0
ENSG00000217078,0.0,0.0
MTCO2P33,0.0,0.0
HMGB3P19,0.0,0.0
RPS29P13,0.0,0.0
PPIAP31,0.0,0.0
ENSG00000217120,20.719889258515302,5.47211311287477
FNIP1,547.060537461956,149.8610052285124
ENSG00000217130,0.9166925639986523,0.0
ENSG00000217135,0.0,0.0
ENSG00000217139,0.0,0.0
LARP1P1,0.0,0.0
MTCO2P31,0.0,0.0
ANKRD18EP,15.52678189594807,0.0
MTHFD2P2,0.0,0.0
FAM136FP,17.320641544035713,0.0
MTCYBP2,0.0,0.0
ENSG00000217181,0.0,0.0
ENSG00000217195,0.0,0.0
TFGP1,0.0,0.0
GSTA12P,0.0,0.0
ENSG00000217231,0.0,0.0
SP9,0.0,0.0
ENSG00000217239,0.0,0.0
CBX3P9,0.0,0.0
POM121L4P,0.0,0.0
TXNP7,0.0,0.0
RAB1AP2,0.0,0.0
ENSG00000217275,0.0,0.0
LYPLA2P1.1,0.0,0.0
ENSG00000217289,0.0,0.0
UQCRFS1P3,0.0,0.0
OR2W2P,12.579365347863366,0.0
PRELID1P1,3.007871928950684,0.0
RPS7P5,0.0,0.0
SSXP10,4.21161176978367,0.0
ENSG00000217331,0.0,0.0
ENSG00000217334,0.0,0.0
TUBB4BP7,0.0,0.0
AK4P5,0.0,0.0
ENSG00000217379,0.0,0.8965654715885509
PSMC1P11,10.242667556426124,0.0
RPS4XP9,0.0,0.0
PRELID1P2,8.560417053776389,0.0
DDX18P3,0.0,0.0
ISCA1P1,0.0,0.0
SYCE3,5.6952753353147,7.209948553937487
ENSG00000217447,10.060376284013905,0.0
ENSG00000217455,0.0,0.0
ENSG00000217477,0.0,0.0
HMGB1P17,0.0,0.0
ENSG00000217483,0.0,0.0
ENSG00000217488,26.37406914242606,2.878524790466585
ENSG00000217495,0.0,0.0
ENSG00000217512,0.0,0.0
ENSG00000217514,0.0,0.0
RPS16P5,4.933922750591667,0.0
IQCB2P,11.492816312231573,0.0
CKLF,83.52280871731718,474.77275082549926
ENSG00000217557,0.0,0.0
TDGF1P4,0.0,0.0
ENSG00000217576,0.0,0.0
MDH1P2,0.0,0.0
ENSG00000217612,0.0,0.0
YWHAZP10,0.0,0.0
ENSG00000217631,0.0,0.0
PTGES3P2,0.0,0.0
ENSG00000217644,0.0,0.0
H2BC16P,0.0,0.0
ENSG00000217648,0.0,8.83955354255417
PIMREGP3,9.611102655660376,0.0
UBE2V1P15,16.175646159003957,0.0
RPS3AP24,13.235975269073995,0.0
NUS1P4,0.0,0.0
ENSG00000217702,2.000134888789703,1.83426114708315
SERPINB8P1,0.0,0.0
RPS10P3,0.0,0.0
NDUFB4P4,0.0,0.0
CCT7P1,0.0,0.0
ENSG00000217746,0.0,0.0
NDUFAB1P1,0.0,0.0
ENSG00000217769,0.0,0.0
FEM1AP3,0.0,0.0
ENSG00000217776,0.0,0.0
LDHAL6FP,0.0,0.0
ENSG00000217786,0.0,0.0
ASS1P9,0.0,0.0
ENSG00000217801,2.0481591888656885,6.797942905781605
ENSG00000217805,0.0,0.0
FAT1P1,0.0,0.0
HNRNPDP2,0.0,0.0
SNRPEP6,0.0,0.825535804945138
ENSG00000217825,0.0,0.0
RBMXP5,0.0,0.0
H4C10P,0.0,0.0
OR4F7P,0.0,0.0
ENSG00000217878,0.0,0.0
KRT18P48,0.0,0.0
ZNF839P1,0.0,0.0
HSPE1P8,0.0,0.0
SEPTIN14P6,0.0,0.0
PAM16,5.547331559039565,696.1118367179486
NOC2LP2,0.0,0.0
KRT19P1,0.0,0.0
ZKSCAN8P2,0.0,0.0
RBM38-AS1,11.16877421267998,2.982496967524515
THAP12P5,0.8684598961309018,0.0
ENSG00000218027,0.0,0.0
ENSG00000218029,0.0,0.0
ENSG00000218048,3.1854363688913474,0.0
RPL31P33,0.0,0.0
ADAMTS7P4,10.796427843583126,0.0
RSL24D1P1,0.0,0.0
ENSG00000218073,0.0,0.0
DNAJA1P4,0.0,0.0
ENSG00000218107,0.0,0.0
KIRREL3-AS3,0.0,0.0
ENSG00000218125,0.0,0.0
ERHP2,0.0,0.0
KRT18P22,0.0,0.0
ENSG00000218173,0.0,0.0
ENSG00000218175,1.0403402058281048,0.0
SLC25A5P7,0.0,0.0
KRT8P43,0.0,0.0
ENSG00000218187,0.0,0.0
POM121L14P,25.7802780476643,0.0
HLFP1,0.0,0.0
RPS20P32,0.0,0.0
RPS27AP11,1.9986000217311892,0.9824363350635704
FTH1P26,0.0,0.0
TATDN2P2,33.110476031051235,1.0975533600066096
ENSG00000218227,1.9963792110530074,32.088890049682185
NEPNP,0.0,0.0
RPA3P2,0.0,0.0
RPS4XP7,0.0,0.0
ENSG00000218274,0.0,0.0
H2AC9P,0.0,0.0
MORF4L1P1,28.422399854744157,7.2606985693580945
OR2J4P,0.0,0.0
RPL22P14,0.0,0.0
CDC14C,14.70491361425741,0.0
ENSG00000218313,13.679426794683371,0.0
TENM3,156.5947256569268,0.0
ENSG00000218337,0.0,0.0
HNRNPA1P1,11.45174510317304,0.0
LYPLA1P3,0.0,0.0
RPS3AP23,12.967723641759548,0.0
LINC01644,14.524523019049656,4.929658059135898
RAET1K,1.993096501573339,74.5521275098054
SUMO2P13,0.0,0.0
SLC25A20P1,0.0,0.0
ENSG00000218410,21.757010430306007,0.9409320345966652
GPC1-AS1,58.59027819369024,0.0
ENSG00000218418,1.0163395628292484,0.0
NDUFS5P1,0.0,0.0
ENSG00000218426,0.0,4.216706446289613
NIP7P3,6.288774355373119,0.0
HNRNPA1P19,0.0,0.0
RPS27P15,0.0,1.034534531709845
ENSG00000218472,0.0,0.0
ACTG1P18,15.827115325950365,0.0
RPL6P18,15.305669937854121,0.0
ENSG00000218483,0.0,0.0
FCF1P10,0.0,0.0
ENSG00000218499,0.0,0.0
H2AZP3,0.0,0.0
LINC00339,35.20039404344237,28.144921291734654
SPTLC1P2,0.0,0.0
ENSG00000218520,0.0,0.0
ENSG00000218521,0.0,0.0
ENSG00000218536,3.1141133076986005,0.0
MIF-AS1,0.0,74.88647630157803
OR4K12P,0.0,0.0
ENSG00000218561,0.0,0.0
ENSG00000218565,0.0,17.817711953337888
HNRNPA1P37,0.0,0.0
ENSG00000218577,0.0,0.9458517322335632
GAPDHP63,0.0,0.0
ENSG00000218586,27.964662009923963,0.0
ENSG00000218596,9.267271276667934,0.9187460678195634
ENSG00000218617,0.0,0.0
ENSG00000218631,0.0,0.0
RPL7P28,0.0,0.0
RPL5P20,0.0,0.0
LINC03010,0.0,0.0
BRD7P4,0.0,0.0
ENSG00000218682,0.0,0.0
RPL5P21,14.243378155712819,0.0
H2AC10P,11.110808612339538,0.0
ST13P16,0.0,0.0
ENSG00000218713,2.0677021125684507,192.24858176408927
RPL12P23,0.0,0.0
B3GALNT2P1,15.67972161691975,0.0
KRT18P44,0.0,0.0
ENSG00000218730,7.9459583751969936,0.0
ENSG00000218732,0.0,0.0
CEBPZOS,989.7533173779386,870.3714141812827
DBIP1,0.0,0.0
ENSG00000218749,0.0,0.0
RPL18AP8,0.0,1.1043833205688565
ENSG00000218757,0.0,0.0
ENSG00000218766,11.92089487621724,0.0
FAM8A6P,10.737646787090602,0.0
MTATP6P31,0.0,0.0
HSPD1P16,14.14217012459277,0.0
ENSG00000218793,0.0,0.0
GSTM2P1,0.0,0.0
ENSG00000218806,0.0,0.0
ENSG00000218809,9.30642940604644,0.0
ENSG00000218813,0.0,0.0
TDRD15,32.80760041982278,0.0
PAPOLB,0.0,4.860230041048642
ENSG00000218834,0.0,0.0
FAM138C,35.933564001788035,5.604084780528659
ENSG00000218857,16.941384501925917,0.0
CNN3P1,0.0,0.0
SLC25A6P6,0.0,0.0
ENSG00000218872,0.0,0.0
NUFIP1P1,0.0,0.0
ZNF579,148.02828140876542,61.70443325461396
SUMO2P12,1.0578089326114368,0.0
TUBB8P2,0.0,31.97796059152038
PTMAP3,0.0,0.0
NACAP7,0.0,0.0
IMPDH1P9,0.0,0.0
FTH1P15,1.0458667416503211,0.999230122282334
ENSG00000218986,0.0,0.0
CCNG1P1,0.0,0.0
ARL4AP5,0.0,11.517144684955545
ENSG00000219023,0.0,0.0
RPS3AP2,0.0,0.0
ENSG00000219039,0.0,0.0
TRIM51FP,0.0,0.0
CELA3B,5.915889271213838,0.9402998633755464
SOD1P1,0.0,0.0
NPM1P37,0.0,0.0
MTND4LP19,0.0,0.0
ENSG00000219088,0.0,0.0
DHFRP6,0.0,0.0
HNRNPA3P12,1.006425394974397,0.0
ENSG00000219133,0.0,0.0
RPL23AP48,7.757126390539531,116.54171201926995
TYMSP1,5.542195353816007,0.0
RPS4XP8,0.0,0.0
PPIAP87,0.0,0.0
ENSG00000219150,0.0,0.0
ENSG00000219159,0.0,0.0
HMGB1P20,0.0,5.310097170883176
FTH1P19,0.0,0.0
CACYBPP3,2.087516891161882,0.0
ENSG00000219190,0.0,0.0
RNASEK,740.3345617764764,5936.60989912045
ENSG00000219201,0.0,0.0
RPL12P47,0.0,0.0
ENSG00000219240,7.9089046276176935,0.0
AMZ2P2,0.0,0.0
RPS6P7,1.0207306048145397,1.0370909845022602
NPM1P38,3.876129025649529,0.0
OR2E1P,0.0,0.0
ENSG00000219273,3.089462662668933,7.863731287410189
RPS20P2,0.0,0.0
VN1R8P,0.0,0.9281731322066177
ENSG00000219284,0.0,0.0
PIP5K1P1,0.0,0.0
MRPL42P3,0.0,0.0
ENSG00000219298,0.0,0.0
ENSG00000219302,0.0,0.0
ENSG00000219314,0.0,0.0
ENSG00000219329,0.0,0.0
RPL31P52,18.8798330050591,33.48219135723006
RPSAP72,17.49253919871851,0.0
ZNF299P,6.960790161138487,0.0
ENSG00000219375,0.0,0.0
ENSG00000219384,14.79703784632285,0.0
ATF1P1,0.0,0.0
ENSG00000219391,0.0,0.9619302484838643
ZNF602P,20.13782876399511,12.62336492461982
HSPA8P15,0.0,0.0
ENSG00000219404,0.0,0.0
ENSG00000219409,10.879895600268227,0.0
ENSG00000219410,36.18132034504303,26.054353452928513
MBL3P,0.0,0.0
BTBD10P2,0.0,0.0
CATSPERZ,0.0,0.0
TAFA5,9.964304468948136,15.77234671151912
ENSG00000219445,100.92356520947169,1.1141554372705296
RPL23P8,0.9952262572203483,0.0
ENSG00000219453,0.0,0.0
RPSAP42,0.0,0.0
ENSG00000219470,0.0,0.9458737753606967
NBPF1,579.5325500122069,129.88741415539448
ENSG00000219487,7.814124040801033,0.0
TPT1P8,1.767685067790308,0.0
ENSG00000219492,0.0,0.0
ENSG00000219500,0.0,0.0
FTH1P8,0.9987010199935048,1.0545438776866016
ENSG00000219529,0.0,8.422158653903976
SELENOKP2,0.0,0.0
UMAD1,17.33521064486622,86.52517244435414
RPL17P25,0.0,0.0
ENSG00000219549,0.0,0.0
ENSG00000219553,11.82261534268612,0.0
ENSG00000219559,0.0,0.0
ZPR1P1,0.0,0.0
ENSG00000219575,0.0,0.0
HNRNPA1P58,0.0,0.0
NCSTNP1,0.0,0.0
ENSG00000219604,0.0,0.0
PPP1R3G,7.810129531954403,0.0
HIGD1AP16,0.0,0.0
ENSG00000219619,0.0,0.0
ENSG00000219622,0.0,0.0
FAM228B,364.658840040712,176.06485469068062
CYCSP17,0.0,0.0
BMPR1AP1,11.929824947124878,0.0
GCNT1P4,0.0,0.0
ZNF433-AS1,131.24619875522313,84.72768677613954
ENSG00000219666,0.0,0.0
BECN1P2,0.0,0.0
ENSG00000219681,0.0,0.0
ENSG00000219682,0.0,0.0
FGF7P8,0.0,0.0
ENSG00000219699,0.0,0.0
PTCHD3P3,0.0,0.0
ENSG00000219702,0.0,0.0
RAP1BP3,0.0,0.0
ENSG00000219712,14.595832751752557,0.0
RPL26P20,0.0,0.0
ENSG00000219736,0.0,0.0
CD83P1,0.0,0.0
RPL32P16,0.0,1.160413272038359
ENSG00000219755,0.0,0.0
ENSG00000219757,0.0,0.0
ENSG00000219758,0.0,0.0
VN1R11P,3.9434675447629712,2.004583813315679
RPSAP45,0.0,0.0
RPL21P67,0.0,0.0
ENSG00000219784,0.0,0.0
OSTCP6,10.13105389912913,0.0
PPIAP9,0.0,0.0
ATP5PBP6,0.0,0.955440272576512
ARF1P1,0.0,0.0
RPL23AP47,0.0,0.0
RPL31P28,0.0,0.0
ENSG00000219867,0.0,0.0
BRK1P1,0.0,0.0
GAPDHP42,6.1651496087156845,0.0
ZSCAN12P1,3.8136320159907404,18.29179716192308
RPL35P3,0.0,0.0
OR7E104P,10.209947258076106,0.0
ENSG00000219928,0.0,1.0450428672369243
GAPDHP67,0.0,0.0
RPL12P8,3.5237246989134245,0.0
SPTLC1P3,0.0,0.0
KRT18P50,0.0,0.0
ENSG00000219951,5.636509050997792,0.0
BTF3P7,0.0,0.0
ENSG00000219992,0.0,0.0
ENSG00000219993,0.0,0.0
LINGO3,9.409097834823555,0.0
ENSG00000220030,0.0,0.0
RPL7P27,0.0,0.0
ENSG00000220076,0.0,0.0
LAP3P1,0.0,0.0
ENSG00000220105,0.0,0.0
ENSG00000220110,0.0,0.0
MTCYBP4,3.960031550251071,1.0355144725390968
MRPL32P1,0.0,0.0
ENSG00000220130,0.0,0.0
ENSG00000220131,0.0,0.0
CPSF1P2,0.0,0.0
ENSG00000220139,0.0,0.0
ENSG00000220154,0.0,0.0
HNRNPA1P12,0.0,0.0
LINC02076,17.361767166283215,5.843143743811021
MTRES1P1,0.0,0.0
HMGB3P18,0.0,0.0
ZGLP1,25.479222098603678,0.0
ENSG00000220204,0.0,0.0
VAMP2,1835.999434551979,3939.554309418605
OR4F1P,0.0,0.0
RPS24P12,0.0,0.0
ENSG00000220240,0.0,0.0
ZNF402P,2.9021487743477214,0.0
ENSG00000220256,0.0,0.0
ACTBP8,0.9667748504413887,0.0
ENSG00000220291,6.036355076890353,0.0
HNRNPH1P1,33.01438773500172,0.0
RPL35AP18,0.0,0.0
H2BC19P,24.43495928397309,0.0
ENSG00000220326,0.0,0.0
MTCO1P56,0.0,0.0
PPIAP74,0.0,0.0
H3P28,0.0,0.0
ENSG00000220349,0.0,0.0
ENSG00000220370,1.0258521443092332,0.0
GSTA8P,0.0,0.0
KRT8P42,13.872482078807021,0.0
OR2J4P.1,0.0,0.0
HCG4B,0.0,0.0
FCF1P5,0.0,0.0
ENSG00000220412,0.0,0.0
TUBB3P1,0.0,0.0
ENSG00000220446,20.00527139906795,1.0718155928311583
ENSG00000220447,0.0,0.0
ENSG00000220472,0.0,0.0
SLC25A51P1,4.205637354838264,0.0
YAP1P1,0.0,0.0
EIF4EBP2P3,0.0,0.0
ENSG00000220506,3.058254468980831,10.131022645068537
MTND4LP20,0.0,0.0
PGAM1P10,0.0,0.0
ASS1P1,0.0,0.0
ENSG00000220522,0.0,0.0
ENSG00000220537,0.0,0.0
ENSG00000220540,0.0,0.0
PPIHP2,0.0,0.0
OR10C1.2,0.0,0.0
RPL5P19,0.0,0.0
ENSG00000220556,11.900231032343921,0.0
HMGB1P13,0.0,0.0
PKMP3,0.0,0.0
HTR5A-AS1,16.24703484872074,0.0
VN1R12P,0.0,0.0
RPL35P2,2.877957029735368,0.0
DDX18P6,18.464844791537878,2.7153167528849953
TUBBP9,0.0,0.82153198227647
SSR1P1,0.0,0.0
ENSG00000220600,13.916846823848903,0.0
ENSG00000220614,0.0,0.0
KRASP1,0.0,0.0
ENSG00000220643,0.0,0.0
ENSG00000220660,0.9999728249970187,0.0
RCC2P7,0.0,0.0
ENSG00000220685,0.0,0.0
ENSG00000220694,0.0,0.0
ENSG00000220695,9.88594789597028,2.0146160209455477
ENSG00000220702,45.86767660859547,0.0
OR1F12P,0.0,0.0
ENSG00000220725,0.0,0.0
H3P27,0.0,0.0
MTND3P20,0.0,0.0
ENSG00000220734,0.0,0.0
ENSG00000220739,3.575384030881809,0.0
RPL5P18,0.0,0.0
ENSG00000220745,0.0,0.0
ENSG00000220748,0.0,0.0
RPL21P28,0.0,0.0
VN1R10P,0.0,0.0
BOLA2P3,0.0,0.0
RPSAP44,0.0,0.0
MTMR9LP,36.19768355809142,136.08449065835143
RPL21P119,0.0,6.756084036146596
LINC01881,88.48348436928272,193.00884546892817
NDUFA5P9,0.0,0.0
RPL21P16,0.0,0.0
RPS18P9,36.79090322002057,10.553368791748765
HSPE1P26,0.0,0.0
MRPL35P1,0.0,0.0
DNAJC19P6,0.0,0.0
H3C9P,0.9066554777240937,0.0
MESTP1,14.756786330498425,0.0
HCG27.1,0.0,0.0
ENSG00000220891,0.0,1.7245883779283775
LINC02531,0.0,0.0
ENSG00000220913,0.0,0.0
ENSG00000220918,8.890801861240275,0.0
ENSG00000220920,0.0,0.0
OSTCP4,0.0,0.0
IGBP1-AS2,11.838598464944441,0.9565126209959337
HNRNPA1P41,0.0,0.0
TRIM51G,0.0,0.0
ENSG00000220949,0.0,0.0
ENSG00000220960,0.0,0.0
ENSG00000220986,0.0,0.0
SNORD88C,0.0,0.0
RNU6ATAC29P,0.0,0.0
MIR1323,0.0,0.0
RNU6ATAC19P,0.0,0.0
MIR1250,0.0,0.0
MIR1231,0.0,0.0
ENSG00000221031,0.0,0.0
MIR1272,0.0,0.0
MIR1193,0.0,0.0
RNU6ATAC7P,0.0,0.0
MIR1286,0.0,0.0
ENSG00000221040,0.0,0.0
ENSG00000221042,0.0,3.657662733699791
ENSG00000221043,0.0,0.0
ENSG00000221044,0.0,0.0
RNU6ATAC38P,0.0,0.0
MIR1266,0.0,0.0
MIR1302-3,0.0,0.0
RNU6ATAC6P,0.0,0.0
